user_id,user_profile
733,male self-employed between 35 to 44 years of age
734,male executive/managerial between 25 to 34 years of age
735,male sales/marketing between 25 to 34 years of age
736,male programmer between 18 to 24 years of age
737,male unemployed under 18 years of age
738,male technician/engineer between 18 to 24 years of age
739,male programmer between 35 to 44 years of age
740,male sales/marketing between 25 to 34 years of age
741,male customer service between 25 to 34 years of age
742,male unknown between 18 to 24 years of age
743,female artist under 18 years of age
744,male technician/engineer between 25 to 34 years of age
745,male k-12 student under 18 years of age
746,female unemployed between 18 to 24 years of age
747,male college/grad student between 18 to 24 years of age
748,male unknown between 25 to 34 years of age
749,male tradesman/craftsman between 35 to 44 years of age
750,female homemaker between 35 to 44 years of age
751,female technician/engineer between 25 to 34 years of age
752,female clerical/admin between 25 to 34 years of age
753,male k-12 student under 18 years of age
754,male executive/managerial between 35 to 44 years of age
755,female unknown between 35 to 44 years of age
756,male unknown between 35 to 44 years of age
757,male programmer between 25 to 34 years of age
758,male executive/managerial between 35 to 44 years of age
759,female clerical/admin above 56 years of age
760,male scientist above 56 years of age
761,male executive/managerial between 18 to 24 years of age
762,male k-12 student under 18 years of age
763,male k-12 student between 18 to 24 years of age
764,male writer between 18 to 24 years of age
765,male technician/engineer between 25 to 34 years of age
766,female executive/managerial between 25 to 34 years of age
767,male programmer between 25 to 34 years of age
768,male programmer between 25 to 34 years of age
769,male technician/engineer between 45 to 49 years of age
770,male college/grad student between 18 to 24 years of age
771,female academic/educator between 50 to 55 years of age
772,male programmer between 18 to 24 years of age
773,male doctor/health care between 25 to 34 years of age
774,male college/grad student between 18 to 24 years of age
775,male technician/engineer under 18 years of age
776,female clerical/admin between 25 to 34 years of age
777,male unemployed between 18 to 24 years of age
778,male technician/engineer between 18 to 24 years of age
779,male unknown between 25 to 34 years of age
780,male technician/engineer between 25 to 34 years of age
781,male college/grad student between 18 to 24 years of age
782,male academic/educator above 56 years of age
783,male college/grad student between 25 to 34 years of age
784,male unknown between 18 to 24 years of age
785,male unemployed between 18 to 24 years of age
786,male unknown between 25 to 34 years of age
787,male college/grad student between 18 to 24 years of age
788,male unknown between 25 to 34 years of age
789,male academic/educator between 18 to 24 years of age
790,male technician/engineer between 25 to 34 years of age
791,male executive/managerial between 35 to 44 years of age
792,male technician/engineer between 25 to 34 years of age
793,female sales/marketing between 35 to 44 years of age
794,male writer between 50 to 55 years of age
795,female sales/marketing between 35 to 44 years of age
796,male doctor/health care between 50 to 55 years of age
797,female executive/managerial between 50 to 55 years of age
798,female writer between 25 to 34 years of age
799,female customer service between 25 to 34 years of age
800,female programmer between 35 to 44 years of age
801,female writer between 25 to 34 years of age
802,male self-employed between 25 to 34 years of age
803,male college/grad student between 18 to 24 years of age
804,male writer between 25 to 34 years of age
805,male programmer between 35 to 44 years of age
806,male unknown between 35 to 44 years of age
807,male college/grad student between 18 to 24 years of age
808,male executive/managerial between 25 to 34 years of age
809,male technician/engineer between 25 to 34 years of age
810,male programmer between 25 to 34 years of age
811,male unknown between 50 to 55 years of age
812,male doctor/health care between 25 to 34 years of age
813,male college/grad student between 18 to 24 years of age
814,female college/grad student between 18 to 24 years of age
815,male college/grad student between 25 to 34 years of age
816,male unknown between 45 to 49 years of age
817,male college/grad student between 18 to 24 years of age
818,male college/grad student between 18 to 24 years of age
819,male executive/managerial between 35 to 44 years of age
820,male executive/managerial between 35 to 44 years of age
821,male artist between 18 to 24 years of age
822,female academic/educator between 25 to 34 years of age
823,male unknown between 25 to 34 years of age
824,male programmer between 35 to 44 years of age
825,male academic/educator above 56 years of age
826,female academic/educator between 35 to 44 years of age
827,male artist between 45 to 49 years of age
828,male college/grad student between 18 to 24 years of age
829,male unemployed under 18 years of age
830,male executive/managerial between 35 to 44 years of age
831,female unknown between 45 to 49 years of age
832,male artist between 18 to 24 years of age
833,male executive/managerial between 35 to 44 years of age
834,female programmer between 35 to 44 years of age
835,male unknown above 56 years of age
836,male lawyer between 25 to 34 years of age
837,male executive/managerial above 56 years of age
838,male technician/engineer between 50 to 55 years of age
839,male unknown between 25 to 34 years of age
840,female clerical/admin between 25 to 34 years of age
841,female sales/marketing between 50 to 55 years of age
842,female unknown between 18 to 24 years of age
